date_time,temperature
29.06.2014_14:00:00,19.489991569519038
29.06.2014_15:00:00,19.099434165954584
29.06.2014_16:00:00,18.978914985656733
29.06.2014_17:00:00,15.09322845458984
29.06.2014_18:00:00,13.133661842346187
29.06.2014_19:00:00,13.568701438903805
29.06.2014_20:00:00,12.879640541076656
29.06.2014_21:00:00,13.194948959350581
29.06.2014_22:00:00,12.990443344116207
29.06.2014_23:00:00,12.983576965332027
30.06.2014_00:00:00,13.750549392700192
30.06.2014_01:00:00,13.454062767028804
30.06.2014_02:00:00,12.856149749755856
30.06.2014_03:00:00,12.406624107360836
30.06.2014_04:00:00,12.610574302673335
30.06.2014_05:00:00,13.075901641845698
30.06.2014_06:00:00,13.219338836669918
30.06.2014_07:00:00,14.413293800354
30.06.2014_08:00:00,15.74959594726562
30.06.2014_09:00:00,16.78433284759521
30.06.2014_10:00:00,17.29594055175781
30.06.2014_11:00:00,17.031171874999995
30.06.2014_12:00:00,16.991126098632808
30.06.2014_13:00:00,16.24969604492187
30.06.2014_14:00:00,15.721436157226558
30.06.2014_15:00:00,15.27342750549316
30.06.2014_16:00:00,15.351977767944332
30.06.2014_17:00:00,16.006373519897455
30.06.2014_18:00:00,15.730923423767086
30.06.2014_19:00:00,14.63311859130859
30.06.2014_20:00:00,14.094312667846676
30.06.2014_21:00:00,15.09327011108398
30.06.2014_22:00:00,13.750861816406246
30.06.2014_23:00:00,13.627315597534176
01.07.2014_00:00:00,11.388063812255854
01.07.2014_01:00:00,10.696215400695797
01.07.2014_02:00:00,5.837624092102047
01.07.2014_03:00:00,7.554569396972653
01.07.2014_04:00:00,8.82791122436523
01.07.2014_05:00:00,8.60574325561523
01.07.2014_06:00:00,9.67012916564941
01.07.2014_07:00:00,10.910701217651363
01.07.2014_08:00:00,12.406443595886227
01.07.2014_09:00:00,14.005327453613276
01.07.2014_10:00:00,15.852390289306635
01.07.2014_11:00:00,16.686957321166986
01.07.2014_12:00:00,17.14652912139892
01.07.2014_13:00:00,17.090147056579585
01.07.2014_14:00:00,18.48203979492187
01.07.2014_15:00:00,17.87840942382812
01.07.2014_16:00:00,17.28192314147949
01.07.2014_17:00:00,18.684136276245113
01.07.2014_18:00:00,18.81494808197021
01.07.2014_19:00:00,17.496412429809567
01.07.2014_20:00:00,15.619270133972163
01.07.2014_21:00:00,14.931104850769039
01.07.2014_22:00:00,13.87504329681396
01.07.2014_23:00:00,12.880470199584957
02.07.2014_00:00:00,12.270223388671871
02.07.2014_01:00:00,13.772148284912104
02.07.2014_02:00:00,11.088970184326168
02.07.2014_03:00:00,10.947518615722652
02.07.2014_04:00:00,10.658523216247554
02.07.2014_05:00:00,10.567326736450191
02.07.2014_06:00:00,10.180844726562496
02.07.2014_07:00:00,11.461087646484371
02.07.2014_08:00:00,13.345912094116207
02.07.2014_09:00:00,15.459350852966304
02.07.2014_10:00:00,17.132820663452144
02.07.2014_11:00:00,18.466616477966305
02.07.2014_12:00:00,20.667054824829098
02.07.2014_13:00:00,21.76907737731933
02.07.2014_14:00:00,23.179246902465817
02.07.2014_15:00:00,21.786899414062496
02.07.2014_16:00:00,20.053315811157223
02.07.2014_17:00:00,19.855957756042475
02.07.2014_18:00:00,20.166604118347163
02.07.2014_19:00:00,19.89186218261718
02.07.2014_20:00:00,18.54886722564697
02.07.2014_21:00:00,16.64562019348144
02.07.2014_22:00:00,16.201853561401364
02.07.2014_23:00:00,14.8225271987915
03.07.2014_00:00:00,14.095909500122065
03.07.2014_01:00:00,12.890627441406245
03.07.2014_02:00:00,11.67864910125732
03.07.2014_03:00:00,11.285356254577632
03.07.2014_04:00:00,10.751601181030269
03.07.2014_05:00:00,9.028344917297359
03.07.2014_06:00:00,9.357993583679196
03.07.2014_07:00:00,11.075976829528804
03.07.2014_08:00:00,13.665528488159175
03.07.2014_09:00:00,16.554014091491695
03.07.2014_10:00:00,19.01341003417968
03.07.2014_11:00:00,20.678298606872552
03.07.2014_12:00:00,22.332075309753414
03.07.2014_13:00:00,23.8322679901123
03.07.2014_14:00:00,24.2596601486206
03.07.2014_15:00:00,25.257711563110345
03.07.2014_16:00:00,24.954570312499996
03.07.2014_17:00:00,26.13502162933349
03.07.2014_18:00:00,25.919431915283198
03.07.2014_19:00:00,24.97354484558105
03.07.2014_20:00:00,23.105910644531246
03.07.2014_21:00:00,20.876677246093745
03.07.2014_22:00:00,19.383055877685543
03.07.2014_23:00:00,17.94700378417968
04.07.2014_00:00:00,17.20453231811523
04.07.2014_01:00:00,16.86717720031738
04.07.2014_02:00:00,16.046585922241206
04.07.2014_03:00:00,15.03823146820068
04.07.2014_04:00:00,13.824239730834957
04.07.2014_05:00:00,13.51226383209228
04.07.2014_06:00:00,14.41032577514648
04.07.2014_07:00:00,17.241991920471186
04.07.2014_08:00:00,20.533445091247554
04.07.2014_09:00:00,23.034594726562496
04.07.2014_10:00:00,25.461883926391597
04.07.2014_11:00:00,27.93857772827148
04.07.2014_12:00:00,29.23586509704589
04.07.2014_13:00:00,29.839658622741695
04.07.2014_14:00:00,30.56830013275146
04.07.2014_15:00:00,31.65235832214355
04.07.2014_16:00:00,31.15648635864257
04.07.2014_17:00:00,30.62390113830566
04.07.2014_18:00:00,28.70205101013183
04.07.2014_19:00:00,26.695318832397454
04.07.2014_20:00:00,25.298673782348626
04.07.2014_21:00:00,23.517973213195795
04.07.2014_22:00:00,22.37962966918945
04.07.2014_23:00:00,21.770538825988766
05.07.2014_00:00:00,21.111810798645013
05.07.2014_01:00:00,20.814921493530267
05.07.2014_02:00:00,18.92722969055175
05.07.2014_03:00:00,18.749332160949702
05.07.2014_04:00:00,18.682706069946285
05.07.2014_05:00:00,18.7471104812622
05.07.2014_06:00:00,18.581966781616206
05.07.2014_07:00:00,18.876578865051265
05.07.2014_08:00:00,20.65334983825683
05.07.2014_09:00:00,21.348739051818843
05.07.2014_10:00:00,23.39411457061767
05.07.2014_11:00:00,24.665654754638666
05.07.2014_12:00:00,24.367894134521478
05.07.2014_13:00:00,25.055292243957513
05.07.2014_14:00:00,26.59563484191894
05.07.2014_15:00:00,26.08931404113769
05.07.2014_16:00:00,24.557531852722164
05.07.2014_17:00:00,25.737990112304683
05.07.2014_18:00:00,24.31118576049804
05.07.2014_19:00:00,22.93569873809814
05.07.2014_20:00:00,20.824245605468747
05.07.2014_21:00:00,19.839329872131344
05.07.2014_22:00:00,17.299404983520503
05.07.2014_23:00:00,17.36354209899902
06.07.2014_00:00:00,17.53338256835937
06.07.2014_01:00:00,16.77301963806152
06.07.2014_02:00:00,15.9710765838623
06.07.2014_03:00:00,16.06143646240234
06.07.2014_04:00:00,16.37715797424316
06.07.2014_05:00:00,17.16229957580566
06.07.2014_06:00:00,18.154838447570796
06.07.2014_07:00:00,19.194674797058102
06.07.2014_08:00:00,20.040985488891597
06.07.2014_09:00:00,21.203916778564448
06.07.2014_10:00:00,22.029576263427728
06.07.2014_11:00:00,22.83176231384277
06.07.2014_12:00:00,23.69996002197265
06.07.2014_13:00:00,25.071454963684076
06.07.2014_14:00:00,25.639451675415035
06.07.2014_15:00:00,25.999395027160638
06.07.2014_16:00:00,26.300380554199215
06.07.2014_17:00:00,25.5183458328247
06.07.2014_18:00:00,24.792168998718257
06.07.2014_19:00:00,23.772008399963372
06.07.2014_20:00:00,22.917453193664546
06.07.2014_21:00:00,22.19238719940185
06.07.2014_22:00:00,21.540459594726556
06.07.2014_23:00:00,21.355289535522456
07.07.2014_00:00:00,21.422398147583003
07.07.2014_01:00:00,21.294873733520504
07.07.2014_02:00:00,20.84249809265136
07.07.2014_03:00:00,20.994106903076165
07.07.2014_04:00:00,20.230890502929682
07.07.2014_05:00:00,20.565777473449703
07.07.2014_06:00:00,22.23263778686523
07.07.2014_07:00:00,23.992239341735836
07.07.2014_08:00:00,25.437507934570306
07.07.2014_09:00:00,25.85330917358398
07.07.2014_10:00:00,26.528331832885737
07.07.2014_11:00:00,26.77494522094726
07.07.2014_12:00:00,22.90368225097656
07.07.2014_13:00:00,24.683219909667965
07.07.2014_14:00:00,22.11368072509765
07.07.2014_15:00:00,22.514902191162104
07.07.2014_16:00:00,22.510986480712887
07.07.2014_17:00:00,22.469597282409662
07.07.2014_18:00:00,22.701183090209955
07.07.2014_19:00:00,20.127068634033197
07.07.2014_20:00:00,21.247322845458978
07.07.2014_21:00:00,20.054374580383296
07.07.2014_22:00:00,20.151118316650386
07.07.2014_23:00:00,19.939919891357416
08.07.2014_00:00:00,18.784202117919918
08.07.2014_01:00:00,17.974823379516597
08.07.2014_02:00:00,17.234997100830075
08.07.2014_03:00:00,16.643322143554684
08.07.2014_04:00:00,16.686290817260737
08.07.2014_05:00:00,16.96067520141601
08.07.2014_06:00:00,15.719190177917476
08.07.2014_07:00:00,16.400423126220698
08.07.2014_08:00:00,16.902349166870113
08.07.2014_09:00:00,17.6315009689331
08.07.2014_10:00:00,18.61402145385742
08.07.2014_11:00:00,19.262165260314937
08.07.2014_12:00:00,19.57428001403808
08.07.2014_13:00:00,19.749626083374018
08.07.2014_14:00:00,20.101074981689447
08.07.2014_15:00:00,20.218678207397456
08.07.2014_16:00:00,20.664551963806147
08.07.2014_17:00:00,20.395103874206537
08.07.2014_18:00:00,20.532094726562494
08.07.2014_19:00:00,20.24243629455566
08.07.2014_20:00:00,20.108135757446284
08.07.2014_21:00:00,19.55030670166015
08.07.2014_22:00:00,19.150921592712397
08.07.2014_23:00:00,17.819024620056148
09.07.2014_00:00:00,16.961959609985346
09.07.2014_01:00:00,16.62100120544433
09.07.2014_02:00:00,15.37948493957519
09.07.2014_03:00:00,15.291357154846187
09.07.2014_04:00:00,14.923912162780757
09.07.2014_05:00:00,14.68539054870605
09.07.2014_06:00:00,14.267218360900875
09.07.2014_07:00:00,14.716910629272457
09.07.2014_08:00:00,15.979588394165035
09.07.2014_09:00:00,17.150240020751948
09.07.2014_10:00:00,16.612881660461422
09.07.2014_11:00:00,15.609477386474605
09.07.2014_12:00:00,14.778360900878901
09.07.2014_13:00:00,14.904055900573725
09.07.2014_14:00:00,14.731132850646969
09.07.2014_15:00:00,15.517919883728023
09.07.2014_16:00:00,14.55649494171142
09.07.2014_17:00:00,14.862972183227535
09.07.2014_18:00:00,15.101538925170894
09.07.2014_19:00:00,14.059869689941403
09.07.2014_20:00:00,13.845914993286128
09.07.2014_21:00:00,13.770801391601559
09.07.2014_22:00:00,13.512340202331538
09.07.2014_23:00:00,13.115978660583492
10.07.2014_00:00:00,12.852116012573237
10.07.2014_01:00:00,12.229872131347651
10.07.2014_02:00:00,12.143157196044918
10.07.2014_03:00:00,11.662618293762202
10.07.2014_04:00:00,12.348138389587398
10.07.2014_05:00:00,11.896762504577632
10.07.2014_06:00:00,12.519773559570309
10.07.2014_07:00:00,12.599202079772946
10.07.2014_08:00:00,13.321300048828121
10.07.2014_09:00:00,14.032674942016596
10.07.2014_10:00:00,13.850073699951167
10.07.2014_11:00:00,13.722802696228023
10.07.2014_12:00:00,15.004218940734859
10.07.2014_13:00:00,15.631211662292475
10.07.2014_14:00:00,15.077037963867182
10.07.2014_15:00:00,16.810187644958493
10.07.2014_16:00:00,17.871813812255855
10.07.2014_17:00:00,18.356011543273922
10.07.2014_18:00:00,18.213629646301264
10.07.2014_19:00:00,20.779124679565424
10.07.2014_20:00:00,21.502489700317376
10.07.2014_21:00:00,21.32207195281982
10.07.2014_22:00:00,16.990574150085443
10.07.2014_23:00:00,15.62558456420898
11.07.2014_00:00:00,15.325244712829585
11.07.2014_01:00:00,14.465899009704586
11.07.2014_02:00:00,12.820838928222653
11.07.2014_03:00:00,12.437689437866206
11.07.2014_04:00:00,12.680289916992184
11.07.2014_05:00:00,12.173819847106929
11.07.2014_06:00:00,11.994054718017575
11.07.2014_07:00:00,12.147958106994624
11.07.2014_08:00:00,11.979648513793942
11.07.2014_09:00:00,12.768289260864254
11.07.2014_10:00:00,13.659068260192866
11.07.2014_11:00:00,14.68682422637939
11.07.2014_12:00:00,16.614669418334955
11.07.2014_13:00:00,18.14141464233398
11.07.2014_14:00:00,20.258237991333004
11.07.2014_15:00:00,21.650068244934076
11.07.2014_16:00:00,23.706243209838863
11.07.2014_17:00:00,21.31330673217773
11.07.2014_18:00:00,23.972206039428706
11.07.2014_19:00:00,22.166622657775875
11.07.2014_20:00:00,19.00822032928466
11.07.2014_21:00:00,20.447382774353024
11.07.2014_22:00:00,19.291342163085933
11.07.2014_23:00:00,12.326275672912594
12.07.2014_00:00:00,13.151459579467769
12.07.2014_01:00:00,13.880906448364254
12.07.2014_02:00:00,13.705661048889155
12.07.2014_03:00:00,13.324976234436031
12.07.2014_04:00:00,14.171554222106929
12.07.2014_05:00:00,13.555964965820309
12.07.2014_06:00:00,14.719243392944332
12.07.2014_07:00:00,14.640547332763667
12.07.2014_08:00:00,14.719687728881832
12.07.2014_09:00:00,14.88518203735351
12.07.2014_10:00:00,14.925460395812983
12.07.2014_11:00:00,16.264744453430172
12.07.2014_12:00:00,17.416772155761713
12.07.2014_13:00:00,18.172632713317867
12.07.2014_14:00:00,16.954763450622554
12.07.2014_15:00:00,15.723914718627926
12.07.2014_16:00:00,18.264863662719723
12.07.2014_17:00:00,19.12534103393554
12.07.2014_18:00:00,18.080224723815913
12.07.2014_19:00:00,17.398474540710446
12.07.2014_20:00:00,17.454700393676752
12.07.2014_21:00:00,16.350233993530267
12.07.2014_22:00:00,16.066032562255856
12.07.2014_23:00:00,15.798580513000484
13.07.2014_00:00:00,16.511892433166498
13.07.2014_01:00:00,14.504275054931636
13.07.2014_02:00:00,12.51905151367187
13.07.2014_03:00:00,11.399009056091304
13.07.2014_04:00:00,12.201837310791012
13.07.2014_05:00:00,12.023991851806636
13.07.2014_06:00:00,12.528344383239741
13.07.2014_07:00:00,14.29570793151855
13.07.2014_08:00:00,16.24876918792724
13.07.2014_09:00:00,17.518931236267086
13.07.2014_10:00:00,18.891887626647943
13.07.2014_11:00:00,20.00825042724609
13.07.2014_12:00:00,20.698241653442377
13.07.2014_13:00:00,20.966860084533685
13.07.2014_14:00:00,21.093797836303708
13.07.2014_15:00:00,21.171875991821285
13.07.2014_16:00:00,22.12233833312988
13.07.2014_17:00:00,21.850606079101556
13.07.2014_18:00:00,22.087190666198726
13.07.2014_19:00:00,20.850864105224606
13.07.2014_20:00:00,17.989035186767573
13.07.2014_21:00:00,15.920106391906733
13.07.2014_22:00:00,15.107981796264644
13.07.2014_23:00:00,14.840436019897457
14.07.2014_00:00:00,13.777483787536617
14.07.2014_01:00:00,14.585040054321285
14.07.2014_02:00:00,14.437374725341792
14.07.2014_03:00:00,14.25920989990234
14.07.2014_04:00:00,14.363483047485348
14.07.2014_05:00:00,14.004067344665524
14.07.2014_06:00:00,15.337620162963862
14.07.2014_07:00:00,16.269934158325192
14.07.2014_08:00:00,16.88679046630859
14.07.2014_09:00:00,17.58531085968017
14.07.2014_10:00:00,18.398386611938474
14.07.2014_11:00:00,19.073110733032223
14.07.2014_12:00:00,19.870499343872066
14.07.2014_13:00:00,20.993759765624993
14.07.2014_14:00:00,21.098991012573237
14.07.2014_15:00:00,21.516364784240718
14.07.2014_16:00:00,20.8566092300415
14.07.2014_17:00:00,21.675912628173823
14.07.2014_18:00:00,21.38012374877929
14.07.2014_19:00:00,20.826324958801266
14.07.2014_20:00:00,20.728543281555172
14.07.2014_21:00:00,19.386520309448237
14.07.2014_22:00:00,18.264971275329586
14.07.2014_23:00:00,17.43322299957275
15.07.2014_00:00:00,17.250611343383785
15.07.2014_01:00:00,16.39975662231445
15.07.2014_02:00:00,15.149169654846187
15.07.2014_03:00:00,14.227939758300776
15.07.2014_04:00:00,14.460258026123043
15.07.2014_05:00:00,14.5639236831665
15.07.2014_06:00:00,15.282439193725581
15.07.2014_07:00:00,16.81092704772949
15.07.2014_08:00:00,19.31284385681152
15.07.2014_09:00:00,21.12571365356445
15.07.2014_10:00:00,22.769815635681148
15.07.2014_11:00:00,24.01479286193847
15.07.2014_12:00:00,24.25040893554687
15.07.2014_13:00:00,25.234349212646478
15.07.2014_14:00:00,26.053711624145503
15.07.2014_15:00:00,25.48174018859863
15.07.2014_16:00:00,25.8901959991455
15.07.2014_17:00:00,26.419143218994137
15.07.2014_18:00:00,25.882670059204095
15.07.2014_19:00:00,23.47597305297851
15.07.2014_20:00:00,23.196860656738277
15.07.2014_21:00:00,20.862882003784176
15.07.2014_22:00:00,20.85641136169433
15.07.2014_23:00:00,19.766955184936517
16.07.2014_00:00:00,18.947276878356927
16.07.2014_01:00:00,17.32844650268554
16.07.2014_02:00:00,17.3285228729248
16.07.2014_03:00:00,17.27453952789306
16.07.2014_04:00:00,16.911305313110347
16.07.2014_05:00:00,16.69461517333984
16.07.2014_06:00:00,16.96109870910644
16.07.2014_07:00:00,17.82347492218017
16.07.2014_08:00:00,18.294880638122553
16.07.2014_09:00:00,20.251538238525384
16.07.2014_10:00:00,20.783633995056146
16.07.2014_11:00:00,21.487212181091305
16.07.2014_12:00:00,23.977555427551263
16.07.2014_13:00:00,25.635216598510738
16.07.2014_14:00:00,26.295784454345696
16.07.2014_15:00:00,26.609277343749994
16.07.2014_16:00:00,27.216066665649407
16.07.2014_17:00:00,26.70371261596679
16.07.2014_18:00:00,24.601142730712887
16.07.2014_19:00:00,22.435345230102534
16.07.2014_20:00:00,21.956673927307122
16.07.2014_21:00:00,19.61410709381103
16.07.2014_22:00:00,19.321077957153314
16.07.2014_23:00:00,18.302583618164057
17.07.2014_00:00:00,17.498554267883296
17.07.2014_01:00:00,17.618587455749505
17.07.2014_02:00:00,17.28304092407226
17.07.2014_03:00:00,16.33328674316406
17.07.2014_04:00:00,15.799243545532223
17.07.2014_05:00:00,15.496279335021969
17.07.2014_06:00:00,16.568881988525387
17.07.2014_07:00:00,17.860934524536127
17.07.2014_08:00:00,19.80523056030273
17.07.2014_09:00:00,21.50106296539306
17.07.2014_10:00:00,23.38001731872558
17.07.2014_11:00:00,24.78429939270019
17.07.2014_12:00:00,25.81271492004394
17.07.2014_13:00:00,27.133003616333003
17.07.2014_14:00:00,27.431434211730952
17.07.2014_15:00:00,28.073246231079096
17.07.2014_16:00:00,28.41822448730468
17.07.2014_17:00:00,26.898234558105464
17.07.2014_18:00:00,26.434972686767573
17.07.2014_19:00:00,25.341524429321282
17.07.2014_20:00:00,24.0859247970581
17.07.2014_21:00:00,22.458881149291987
17.07.2014_22:00:00,21.603284530639645
17.07.2014_23:00:00,20.805264129638665
18.07.2014_00:00:00,20.162282257080072
18.07.2014_01:00:00,19.34336418151855
18.07.2014_02:00:00,18.264401969909663
18.07.2014_03:00:00,17.331338157653803
18.07.2014_04:00:00,16.03071479797363
18.07.2014_05:00:00,15.587416801452632
18.07.2014_06:00:00,16.586290931701654
18.07.2014_07:00:00,19.274315071105953
18.07.2014_08:00:00,21.2959984588623
18.07.2014_09:00:00,23.567721481323236
18.07.2014_10:00:00,25.598857421874996
18.07.2014_11:00:00,27.309724349975582
18.07.2014_12:00:00,28.83558784484863
18.07.2014_13:00:00,28.75051834106445
18.07.2014_14:00:00,28.936139678955072
18.07.2014_15:00:00,29.544310607910152
18.07.2014_16:00:00,30.548322372436516
18.07.2014_17:00:00,30.273271484374995
18.07.2014_18:00:00,28.899023742675777
18.07.2014_19:00:00,27.967494277954096
18.07.2014_20:00:00,25.83448738098144
18.07.2014_21:00:00,24.12001716613769
18.07.2014_22:00:00,22.932050323486322
18.07.2014_23:00:00,21.865526046752926
19.07.2014_00:00:00,20.99312103271484
19.07.2014_01:00:00,19.835792541503903
19.07.2014_02:00:00,18.77241333007812
19.07.2014_03:00:00,17.969831542968745
19.07.2014_04:00:00,17.26962406158447
19.07.2014_05:00:00,17.61627204895019
19.07.2014_06:00:00,18.396366271972653
19.07.2014_07:00:00,20.07246044158935
19.07.2014_08:00:00,21.738140487670893
19.07.2014_09:00:00,23.922905578613275
19.07.2014_10:00:00,26.118667984008784
19.07.2014_11:00:00,28.19952442169189
19.07.2014_12:00:00,29.850534439086907
19.07.2014_13:00:00,30.16610321044921
19.07.2014_14:00:00,30.43197231292724
19.07.2014_15:00:00,30.705103530883783
19.07.2014_16:00:00,29.386953201293938
19.07.2014_17:00:00,31.665584259033196
19.07.2014_18:00:00,30.229695320129387
19.07.2014_19:00:00,29.290400390624995
19.07.2014_20:00:00,26.923985214233394
19.07.2014_21:00:00,25.73843444824218
19.07.2014_22:00:00,24.71530929565429
19.07.2014_23:00:00,23.597464218139642
20.07.2014_00:00:00,23.19155639648437
20.07.2014_01:00:00,22.105887489318842
20.07.2014_02:00:00,20.860906791687007
20.07.2014_03:00:00,20.464878501892084
20.07.2014_04:00:00,20.194767379760737
20.07.2014_05:00:00,19.80404335021972
20.07.2014_06:00:00,20.019796218872067
20.07.2014_07:00:00,21.819655303955074
20.07.2014_08:00:00,23.92660606384277
20.07.2014_09:00:00,26.525846328735348
20.07.2014_10:00:00,29.44682052612304
20.07.2014_11:00:00,31.309657287597652
20.07.2014_12:00:00,31.927145385742183
20.07.2014_13:00:00,29.624700698852532
20.07.2014_14:00:00,28.48644741058349
20.07.2014_15:00:00,29.320316696166987
20.07.2014_16:00:00,31.072069473266595
20.07.2014_17:00:00,31.648369712829584
20.07.2014_18:00:00,31.556805267333978
20.07.2014_19:00:00,30.055262222290033
20.07.2014_20:00:00,28.499892044067376
20.07.2014_21:00:00,27.017545700073235
20.07.2014_22:00:00,25.60531417846679
20.07.2014_23:00:00,24.564582214355465
21.07.2014_00:00:00,23.588782310485836
21.07.2014_01:00:00,22.643915824890133
21.07.2014_02:00:00,21.502816009521478
21.07.2014_03:00:00,20.990448074340815
21.07.2014_04:00:00,20.274372940063472
21.07.2014_05:00:00,20.47153659820556
21.07.2014_06:00:00,20.749617996215814
21.07.2014_07:00:00,21.807255554199212
21.07.2014_08:00:00,23.284936370849604
21.07.2014_09:00:00,25.076033706665033
21.07.2014_10:00:00,26.846656875610346
21.07.2014_11:00:00,26.132428512573238
21.07.2014_12:00:00,26.746056442260738
21.07.2014_13:00:00,27.918245887756342
21.07.2014_14:00:00,27.932724990844722
21.07.2014_15:00:00,24.718749427795405
21.07.2014_16:00:00,26.72734226226806
21.07.2014_17:00:00,25.238625946044916
21.07.2014_18:00:00,24.858579864501948
21.07.2014_19:00:00,22.56407073974609
21.07.2014_20:00:00,21.26109725952148
21.07.2014_21:00:00,20.026804924011227
21.07.2014_22:00:00,19.49025886535644
21.07.2014_23:00:00,19.659783439636225
22.07.2014_00:00:00,18.67990814208984
22.07.2014_01:00:00,18.0955647277832
22.07.2014_02:00:00,17.978336410522456
22.07.2014_03:00:00,18.232854118347163
22.07.2014_04:00:00,18.109995231628414
22.07.2014_05:00:00,18.789291152954096
22.07.2014_06:00:00,18.494363174438472
22.07.2014_07:00:00,19.216763153076165
22.07.2014_08:00:00,18.82433815002441
22.07.2014_09:00:00,18.567164840698236
22.07.2014_10:00:00,19.7706521987915
22.07.2014_11:00:00,19.36899681091308
22.07.2014_12:00:00,21.41429595947265
22.07.2014_13:00:00,22.06920547485351
22.07.2014_14:00:00,22.778317031860347
22.07.2014_15:00:00,23.55754688262939
22.07.2014_16:00:00,24.414264755249018
22.07.2014_17:00:00,25.109740753173824
22.07.2014_18:00:00,25.492987442016595
22.07.2014_19:00:00,25.124605178833004
22.07.2014_20:00:00,24.951952896118158
22.07.2014_21:00:00,24.184251480102535
22.07.2014_22:00:00,23.144505386352535
22.07.2014_23:00:00,22.26144325256347
23.07.2014_00:00:00,21.309387550354
23.07.2014_01:00:00,19.89976997375488
23.07.2014_02:00:00,18.348134994506832
23.07.2014_03:00:00,17.59106292724609
23.07.2014_04:00:00,17.09894699096679
23.07.2014_05:00:00,16.971832199096674
23.07.2014_06:00:00,17.206448516845697
23.07.2014_07:00:00,17.69483619689941
23.07.2014_08:00:00,19.70383865356445
23.07.2014_09:00:00,20.63011940002441
23.07.2014_10:00:00,21.628858146667476
23.07.2014_11:00:00,21.274861259460444
23.07.2014_12:00:00,23.265420303344722
23.07.2014_13:00:00,24.135440483093255
23.07.2014_14:00:00,25.07507213592529
23.07.2014_15:00:00,25.285465202331537
23.07.2014_16:00:00,25.958297424316402
23.07.2014_17:00:00,26.2916083908081
23.07.2014_18:00:00,26.34794185638427
23.07.2014_19:00:00,26.038611145019527
23.07.2014_20:00:00,25.425712203979487
23.07.2014_21:00:00,24.133673553466792
23.07.2014_22:00:00,21.469483871459957
23.07.2014_23:00:00,21.730430564880365
24.07.2014_00:00:00,20.276080856323237
24.07.2014_01:00:00,19.336990737915034
